Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
117,119, Compassion in action: supporting a local charity event. , Compassion    ,18/07/2015 14:20, CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18.0,35.0, Canada ,2015,7,18,14,compassion in action supporting a local charity event,neutral,53,8,53.0,2
118,120," A moment of tenderness, connecting with loved ones.    ", Tenderness    ,23/02/2016 19:45, LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25.0,50.0, UK          ,2016,2,23,19,a moment of tenderness connecting with loved ones,neutral,49,8,75.0,2
119,121, Arousal of excitement as I await a special announcement., Arousal       ,30/10/2017 11:30, ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20.0,40.0, Australia ,2017,10,30,11,arousal of excitement as i await a special announcement,neutral,55,9,60.0,2
120,122, Enthusiastically diving into a new project.            , Enthusiasm    ,15/06/2018 16:00, ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15.0,30.0, USA  ,2018,6,15,16,enthusiastically diving into a new project,neutral,42,6,45.0,2
121,123, Feeling a sense of fulfillment after reaching a milestone., Fulfillment  ,28/03/2019 18:20, MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22.0,45.0, India     ,2019,3,28,18,feeling a sense of fulfillment after reaching a milestone,neutral,57,9,67.0,2
122,124, Reverence for the beauty of a historic landmark.       , Reverence     ,11/11/2019 15:00, HistoryLover    , Twitter  , #Reverence #History                           ,18.0,35.0, UK      ,2019,11,11,15,reverence for the beauty of a historic landmark,neutral,47,8,53.0,2
123,125, Elation after a surprise reunion with old friends.    , Elation       ,02/04/2020 09:30, JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25.0,50.0, Canada      ,2020,4,2,9,elation after a surprise reunion with old friends,neutral,49,8,75.0,2
124,126, The euphoria of a live music concert under the stars.  , Euphoria      ,19/06/2021 14:45, MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15.0,30.0, USA ,2021,6,19,14,the euphoria of a live music concert under the stars,neutral,52,10,45.0,2
125,127, Contentment in the simplicity of a quiet Sunday.       , Contentment   ,15/08/2010 10:00, SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30.0,60.0, Australia ,2010,8,15,10,contentment in the simplicity of a quiet sunday,neutral,47,8,90.0,2
126,128, Serenity found in the pages of a favorite book.        , Serenity      ,22/09/2011 19:30, BookLover3      , Instagram , #Serenity #BookTime                           ,22.0,45.0, UK          ,2011,9,22,19,serenity found in the pages of a favorite book,neutral,46,9,67.0,2
127,129, Gratitude for the support received during tough times. , Gratitude     ,10/03/2012 08:30, SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15.0,30.0, India     ,2012,3,10,8,gratitude for the support received during tough times,neutral,53,8,45.0,2
128,130, Hopeful about the possibilities of a new journey.      , Hope          ,05/12/2013 16:00, JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18.0,35.0, Canada    ,2013,12,5,16,hopeful about the possibilities of a new journey,neutral,48,8,53.0,2
129,131, Empowerment through learning and personal growth.      , Empowerment   ,20/07/2014 11:30, GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25.0,50.0,USA,2014,7,20,11,empowerment through learning and personal growth,neutral,48,6,75.0,2
130,132, Compassion towards those in need during the holidays.  , Compassion    ,22/12/2015 14:20, HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18.0,35.0, USA      ,2015,12,22,14,compassion towards those in need during the holidays,neutral,52,8,53.0,2
131,133, Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,10/02/2016 19:45, WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25.0,50.0, UK       ,2016,2,10,19,tenderness in the warmth of a cozy winter evening,neutral,49,9,75.0,2
132,134, Arousal of excitement for an upcoming adventure.       , Arousal       ,30/04/2017 11:30, AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20.0,40.0, Australia ,2017,4,30,11,arousal of excitement for an upcoming adventure,neutral,47,7,60.0,2
133,135, Enthusiasm for a creative project in the making.       , Enthusiasm    ,15/09/2018 16:00, CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15.0,30.0, Canada    ,2018,9,15,16,enthusiasm for a creative project in the making,neutral,47,8,45.0,2
134,136, Fulfillment in completing a challenging workout routine., Fulfillment  ,28/06/2019 18:20, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18,fulfillment in completing a challenging workout routine,neutral,55,7,67.0,2
135,137, Reverence for the artistry displayed in a museum.      , Reverence     ,11/11/2020 15:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15,reverence for the artistry displayed in a museum,neutral,48,8,53.0,2
136,138, Elation after achieving a personal goal.               , Elation       ,02/03/2021 09:30, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9,elation after achieving a personal goal,neutral,39,6,75.0,2
137,139, Elation over discovering a hidden gem in the city.   , Elation       ,18/02/2012 14:30, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14,elation over discovering a hidden gem in the city,neutral,49,9,60.0,2
138,140, The euphoria of a surprise birthday celebration.     , Euphoria      ,05/11/2018 21:45, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21,the euphoria of a surprise birthday celebration,neutral,47,7,45.0,2
139,141, Contentment in the simplicity of a home-cooked meal. , Contentment   ,12/09/2015 13:20, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25.0,50.0, India    ,2015,9,12,13,contentment in the simplicity of a homecooked meal,neutral,50,8,75.0,2
140,142, Serenity found in the melody of a peaceful piano.    , Serenity      ,30/07/2016 18:10, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18.0,35.0, Canada      ,2016,7,30,18,serenity found in the melody of a peaceful piano,neutral,48,9,53.0,2
141,143, Gratitude for the supportive community around me.    , Gratitude     ,20/04/2013 10:30, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30.0,60.0, USA ,2013,4,20,10,gratitude for the supportive community around me,neutral,48,7,90.0,2
142,144, Hopeful about the prospects of a new business venture., Hope          ,08/12/2017 19:15, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22.0,45.0, Canada    ,2017,12,8,19,hopeful about the prospects of a new business venture,neutral,53,9,67.0,2
143,145, Empowerment through mentoring and guiding others.    , Empowerment   ,03/06/2014 08:20, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15.0,30.0, UK       ,2014,6,3,8,empowerment through mentoring and guiding others,neutral,48,6,45.0,2
144,146, Compassion shown through acts of kindness in the community., Compassion,15/01/2019 14:50, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18.0,35.0, Australia ,2019,1,15,14,compassion shown through acts of kindness in the community,neutral,58,9,53.0,2
145,147, Tenderness in a heartfelt message to a loved one.    , Tenderness    ,25/12/2016 19:30, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25.0,50.0, UK          ,2016,12,25,19,tenderness in a heartfelt message to a loved one,neutral,48,9,75.0,2
146,148, Arousal of excitement before a much-awaited trip.    , Arousal       ,10/03/2018 09:45, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20.0,40.0, India    ,2018,3,10,9,arousal of excitement before a muchawaited trip,neutral,47,7,60.0,2
147,149, Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,17/09/2020 16:30, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15.0,30.0, USA       ,2020,9,17,16,enthusiasm for a new artistic project in the works,neutral,50,9,45.0,2
148,150, Feeling a sense of fulfillment after helping others. , Fulfillment   ,28/08/2011 18:45, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22.0,45.0, Canada    ,2011,8,28,18,feeling a sense of fulfillment after helping others,neutral,51,8,67.0,2
149,151, Reverence for the historical significance of a landmark., Reverence ,01/11/2017 15:30, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18.0,35.0, Australia ,2017,11,1,15,reverence for the historical significance of a landmark,neutral,55,8,53.0,2
150,152, Elation after achieving a fitness milestone.         , Elation       ,15/06/2019 10:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25.0,50.0, UK           ,2019,6,15,10,elation after achieving a fitness milestone,neutral,43,6,75.0,2
151,153, The euphoria of a successful product launch.         , Euphoria      ,03/04/2022 11:45, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15.0,30.0, USA       ,2022,4,3,11,the euphoria of a successful product launch,neutral,43,7,45.0,2
152,154, Contentment in the embrace of a loved one.           , Contentment   ,12/11/2010 20:20, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30.0,60.0, India    ,2010,11,12,20,contentment in the embrace of a loved one,neutral,41,8,90.0,2
153,155, Serenity found in the beauty of a sunset by the sea.  , Serenity      ,22/07/2011 18:30, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22.0,45.0, Canada     ,2011,7,22,18,serenity found in the beauty of a sunset by the sea,neutral,51,11,67.0,2
154,156, Gratitude for the small joys that each day brings.   , Gratitude     ,30/03/2012 11:20, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15.0,30.0, Australia   ,2012,3,30,11,gratitude for the small joys that each day brings,neutral,49,9,45.0,2
155,157, Hopeful about the potential for personal growth.      , Hope          ,05/10/2013 16:40, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18.0,35.0, UK       ,2013,10,5,16,hopeful about the potential for personal growth,neutral,47,7,53.0,2
156,158, Empowerment through learning a new skill.            , Empowerment   ,10/07/2014 13:15, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25.0,50.0, India   ,2014,7,10,13,empowerment through learning a new skill,neutral,40,6,75.0,2
157,159, Compassion in volunteering for a local charity.       , Compassion    ,18/12/2015 14:20, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18.0,35.0, USA      ,2015,12,18,14,compassion in volunteering for a local charity,neutral,46,7,53.0,2
158,160, Tenderness in a quiet moment shared with a pet.      , Tenderness    ,10/02/2016 19:45, PetLove         , Twitter  , #Tenderness #PetLove                          ,25.0,50.0, Canada   ,2016,2,10,19,tenderness in a quiet moment shared with a pet,neutral,46,9,75.0,2
159,161, Arousal of excitement for an upcoming festival.       , Arousal       ,25/09/2017 11:30, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20.0,40.0, UK ,2017,9,25,11,arousal of excitement for an upcoming festival,neutral,46,7,60.0,2
160,162, Enthusiasm for a DIY home improvement project.       , Enthusiasm    ,15/04/2018 16:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15.0,30.0, Australia   ,2018,4,15,16,enthusiasm for a diy home improvement project,neutral,45,7,45.0,2
161,163, Fulfillment in completing a challenging puzzle.      , Fulfillment   ,28/11/2019 18:20, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22.0,45.0, India    ,2019,11,28,18,fulfillment in completing a challenging puzzle,neutral,46,6,67.0,2
162,164, Reverence for the wonders of nature on a hiking trail., Reverence ,11/05/2020 15:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18.0,35.0, USA        ,2020,5,11,15,reverence for the wonders of nature on a hiking trail,neutral,53,10,53.0,2
163,165, Elation after a surprise reunion with a childhood friend., Elation   ,05/02/2021 09:30, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25.0,50.0, Canada      ,2021,2,5,9,elation after a surprise reunion with a childhood friend,neutral,56,9,75.0,2
164,166, Suffering from despair after another setback.      , Despair         ,10/03/2021 08:30, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5.0,10.0, USA          ,2021,3,10,8,suffering from despair after another setback,neutral,44,6,15.0,2
165,167," Overwhelmed by grief, missing a loved one dearly.  ", Grief           ,05/07/2022 15:45, MourningHeart     , Instagram , #Grief #Loss                                   ,8.0,15.0, Canada          ,2022,7,5,15,overwhelmed by grief missing a loved one dearly,neutral,47,8,23.0,2
166,168, Loneliness creeps in as the night grows colder.    , Loneliness      ,18/11/2019 21:20, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10.0,20.0, UK           ,2019,11,18,21,loneliness creeps in as the night grows colder,neutral,46,8,30.0,2
167,169, Jealousy consumes me as I witness others' success. , Jealousy        ,12/08/2020 11:30, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12.0,25.0, India        ,2020,8,12,11,jealousy consumes me as i witness others success,neutral,48,8,37.0,2
